rank	l4_id	l4_name	l3_name	l2_name	l1_name	financial_signal	ai_suitability	decision_density	impact_order	rating_confidence	archetype_completeness	composite	survived	elimination_reason	red_flags	skill_count	aggregated_max_value
130	d430f88db780	Daily Load Planning & Carrier Assignment	Transportation Planning & Scheduling	Outbound Vehicle Logistics & Distribution	Move & Fulfill	1.0000	1.0000	0.7000	1.0000	0.6000	0.8571	0.8714	N			1	120000000
131	cab548efc5d4	Production Capacity Planning & Bottleneck Removal	Manufacturing Engineering & Process Optimization	Trim Chassis & Final Assembly	Make	1.0000	1.0000	0.7000	1.0000	0.6000	0.8571	0.8714	N			1	90000000
132	d0ba379e4e28	Critical Part Shortage Escalation & Resolution	Emergency & Escalation Management	Recall & Field Service Action Management	Service	1.0000	1.0000	0.7000	1.0000	0.6000	0.8571	0.8714	N			1	75000000
133	f73ec53f2a38	Outbound Logistics Control Tower Operations	In-Transit Visibility & Exception Management	Outbound Vehicle Logistics & Distribution	Move & Fulfill	1.0000	1.0000	0.7000	1.0000	0.6000	0.8571	0.8714	N			1	70000000
134	663ba3abdf86	Customs & Duties Optimization Strategy	Compliance & Trade Regulations Planning	Supply Network Design & Planning	Plan	1.0000	1.0000	0.7000	1.0000	0.6000	0.8571	0.8714	N			1	52000000
135	a14cff84d9c4	Supplier Capacity Constraint Identification	Supply Chain Capacity Planning	Supply Network Design & Planning	Plan	1.0000	1.0000	0.7000	1.0000	0.6000	0.8571	0.8714	N			1	52000000
136	8dccb384c23c	Supplier Financial Health Monitoring	Supply Base Risk & Resilience Management	Commodity Management & Market Intelligence	Procure Source & Buy	1.0000	1.0000	0.7000	1.0000	0.6000	0.8571	0.8714	N			1	44853000
137	30bbb6ec95b0	Cost Reduction Initiatives for Service Parts Supply Chain	Service Parts Performance Management & Continuous Improvement	Service Parts Planning & Management	Service	1.0000	1.0000	0.7000	1.0000	0.6000	0.8571	0.8714	N			1	40000000
138	b8f4222bb06a	International Logistics Network & Carrier Management	Trade Compliance & International Logistics	Customs	Move & Fulfill	1.0000	1.0000	0.7000	1.0000	0.6000	0.8571	0.8714	N			1	40000000
139	a8fd166c02f3	Non-Conformance & Defect Resolution Process	Supplier Quality Assurance & Improvement	Supplier Development & Capability Building	Procure Source & Buy	1.0000	1.0000	0.7000	1.0000	0.6000	0.8571	0.8714	N			1	38000000
140	0eec49d10c16	Supplier Recovery & Chargeback Management	Financial Management & Cost Recovery	Recall & Field Service Action Management	Service	1.0000	1.0000	0.7000	1.0000	0.6000	0.8571	0.8714	N			1	34000000
141	215e67c0dd37	Equipment Breakdown Response & Repair Management	Maintenance & Asset Management	Trim Chassis & Final Assembly	Make	1.0000	1.0000	0.7000	1.0000	0.6000	0.8571	0.8714	N			1	28000000
142	25e7e09b51c1	Predictive Analytics for Supply Risk	Commodity Data Analytics & Reporting	Commodity Management & Market Intelligence	Procure Source & Buy	1.0000	1.0000	0.7000	1.0000	0.6000	0.8571	0.8714	N			1	14000000
143	2f148fc68539	Material Shortage Identification & Escalation	Material Flow & In-Plant Logistics	Trim Chassis & Final Assembly	Make	1.0000	1.0000	0.7000	1.0000	0.6000	0.8571	0.8714	N			1	12000000
144	88d483fb5a0a	Production Stop & Hold Decision & Execution	Exception & Non-Conformance Management	Trim Chassis & Final Assembly	Make	1.0000	1.0000	0.7000	1.0000	0.6000	0.8571	0.8714	N			1	12000000
145	5bb2db36d998	Material Storage & Inventory Optimization	Material Handling & Preparation	Stamping Operations	Make	1.0000	1.0000	0.7000	1.0000	0.6000	0.8571	0.8714	N			1	10000000
146	e9c79570073b	Parts Inventory Reservation & Allocation	Vehicle & Part Order Allocation	Order Management & Fulfillment	Move & Fulfill	1.0000	1.0000	0.7000	1.0000	0.6000	0.8571	0.8714	N			1	9000000
147	414536713746	Customs & Trade Compliance for Global Shipments	Transportation Compliance & Risk Management	Transportation Management & Carrier Operations	Move & Fulfill	1.0000	1.0000	0.7000	1.0000	0.6000	0.8571	0.8714	N			2	6500000
148	e6c268968660	Annual Transportation Network Design Review	Freight Planning & Network Optimization	Transportation Management & Carrier Operations	Move & Fulfill	1.0000	1.0000	0.6750	1.0000	0.6000	0.8571	0.8664	N			1	475302000
149	469834af4dbb	Spend Cube Analysis & Opportunity Identification	Indirect Spend Analytics & Optimization	Indirect Procurement	Procure Source & Buy	1.0000	1.0000	0.6750	1.0000	0.6000	0.8571	0.8664	N			1	88000000
150	9b961a549313	Carrier Selection & Contracting Strategy Development	Inbound Logistics Network Design & Optimization	Inbound Logistics & Material Flow	Move & Fulfill	1.0000	1.0000	0.6750	1.0000	0.6000	0.8571	0.8664	N			1	75000000
151	107bf371d7fd	Tier-N Supplier Capacity Monitoring & Support	Supplier Capacity Management	Capacity Planning & Constraint Management	Plan	1.0000	1.0000	0.6750	1.0000	0.6000	0.8571	0.8664	N			1	60000000
152	23cde684201c	Logistics Network Capacity Analysis	Supply Chain Capacity Planning	Supply Network Design & Planning	Plan	1.0000	1.0000	0.6750	1.0000	0.6000	0.8571	0.8664	N			1	60000000
153	d0504f1fcbda	Capacity Bottleneck Resolution & Escalation	Supply Chain Capacity Planning	Supply Network Design & Planning	Plan	1.0000	1.0000	0.6750	1.0000	0.6000	0.8571	0.8664	N			1	52000000
154	8a20269abf33	Cross-Functional Process Design Collaboration	New Process Development & Standardization	Manufacturing Engineering & Process Design	Make	1.0000	1.0000	0.6750	1.0000	0.6000	0.8571	0.8664	N			1	48000000
155	6dc326d441cb	Outbound Capacity Planning & Forecasting	Transportation Planning & Scheduling	Outbound Vehicle Logistics & Distribution	Move & Fulfill	1.0000	1.0000	0.6750	1.0000	0.6000	0.8571	0.8664	N			1	45000000
156	4912025c8e99	Lean & Six Sigma Project Execution	Warehouse Performance & Continuous Improvement	Warehouse & Distribution Center Operations	Move & Fulfill	1.0000	1.0000	0.6750	1.0000	0.6000	0.8571	0.8664	N			1	44853000
157	738d4d9195c3	Warranty & Recall Service Parts Stocking	Service Parts Inventory Management	Inventory Planning & Optimization	Plan	1.0000	1.0000	0.6750	1.0000	0.6000	0.8571	0.8664	N			1	44853000
158	d9b742d72bd1	Cycle Time Reduction Initiatives	Continuous Improvement & Process Optimization	Body Shop & Welding	Make	1.0000	1.0000	0.6750	1.0000	0.6000	0.8571	0.8664	N			1	42000000
159	51a8d43f8f77	Predictive Maintenance Technology Implementation (IoT)	Maintenance & Asset Management	Trim Chassis & Final Assembly	Make	1.0000	1.0000	0.6750	1.0000	0.6000	0.8571	0.8664	N			1	40000000
160	6e9fb6ba2be9	Robotic Basecoat Application & Verification	Topcoat Application	Paint Operations	Make	1.0000	1.0000	0.6750	1.0000	0.6000	0.8571	0.8664	N			1	36000000
161	ff261cb25b62	Multi-Modal Route Optimization	Transportation Planning & Scheduling	Outbound Vehicle Logistics & Distribution	Move & Fulfill	1.0000	1.0000	0.6750	1.0000	0.6000	0.8571	0.8664	N			1	36000000
162	7b0ef28c5e89	Process Bottleneck Identification & Resolution	Industrial Engineering & Efficiency	Production Support Services	Make	1.0000	1.0000	0.6750	1.0000	0.6000	0.8571	0.8664	N			1	34000000
163	875bd67c58ce	Ethics & Risk Management	Compliance	Procurement Operations & Compliance	Procure Source & Buy	1.0000	1.0000	0.6750	1.0000	0.6000	0.8571	0.8664	N			1	32000000
164	e6ccbfea83e3	Supply Chain Mapping & Visibility Enhancement	Supply Base Risk & Resilience Management	Commodity Management & Market Intelligence	Procure Source & Buy	1.0000	1.0000	0.6750	1.0000	0.6000	0.8571	0.8664	N			1	32000000
165	f2da501d7826	Field Performance Data Collection & Analysis	Product Quality & Reliability Feedback Loop	Dealer Technical Support & Service Engineering	Service	1.0000	1.0000	0.6750	1.0000	0.6000	0.8571	0.8664	N			1	28000000
166	7b7df14e1083	Transportation Disruption Contingency Activation	Inbound Logistics Exception Management	Inbound Logistics & Material Flow	Move & Fulfill	1.0000	1.0000	0.6750	1.0000	0.6000	0.8571	0.8664	N			1	25000000
167	f05c25bbf4e8	Daily Paint Production Schedule Adjustment	Paint Production Planning & Control	Paint Operations	Make	1.0000	1.0000	0.6750	1.0000	0.6000	0.8571	0.8664	N			1	25000000
168	0af1e462a546	Stamping Supplier Performance Monitoring	Stamping Supplier & Outsource Management	Stamping Operations	Make	1.0000	1.0000	0.6750	1.0000	0.6000	0.8571	0.8664	N			1	22000000
169	7e75908a436a	Process Capacity Planning & Bottleneck Identification	Manufacturing System Integration & Layout Design	Manufacturing Engineering & Process Design	Make	1.0000	1.0000	0.6750	1.0000	0.6000	0.8571	0.8664	N			1	22000000
170	96c1434b5863	Supplier Shipment Delay Notification & Resolution	Inbound Logistics Exception Management	Inbound Logistics & Material Flow	Move & Fulfill	1.0000	1.0000	0.6750	1.0000	0.6000	0.8571	0.8664	N			1	18000000
171	29ab100a89e6	Tooling & Die Fabrication Supplier Management	Stamping Supplier & Outsource Management	Stamping Operations	Make	1.0000	1.0000	0.6750	1.0000	0.6000	0.8571	0.8664	N			1	16000000
172	daf89fcb5d38	Automated Vision System & Sensor Checks	Operator & Automated Quality Inspections	Quality Control & In-Process Inspection	Make	1.0000	1.0000	0.6750	1.0000	0.6000	0.8571	0.8664	N			1	14000000
173	366b8aa09170	Weld Destructive & Non-Destructive Testing	Quality Control & Metrology	Body Shop & Welding	Make	1.0000	1.0000	0.6750	1.0000	0.6000	0.8571	0.8664	N			1	12000000
174	51cdd5f30365	Logistics Network Bottleneck Identification	Logistics Performance Management & Analytics	Logistics Network Optimization	Move & Fulfill	1.0000	1.0000	0.6750	1.0000	0.6000	0.8571	0.8664	N			1	12000000
175	c8799b32a635	Technology Scouting & Scouting with Suppliers	Supplier Innovation Management	Supplier Relationship Management	Procure Source & Buy	1.0000	1.0000	0.6750	1.0000	0.6000	0.8571	0.8664	N			1	12000000
176	a8ad910b798e	Attribute Gaging & Go/No-Go Checks	Operator & Automated Quality Inspections	Quality Control & In-Process Inspection	Make	1.0000	1.0000	0.6750	1.0000	0.6000	0.8571	0.8664	N			1	10000000
177	3fb4b6356425	Logistics Infrastructure Investment Prioritization	Logistics Capital Planning & Investment	Logistics Network Optimization	Move & Fulfill	1.0000	1.0000	0.6750	1.0000	0.6000	0.8571	0.8664	N			1	9000000
178	88918a1e15c0	Shipment Documentation & Customs Compliance	Finished Goods Handling & Dispatch	Electric Vehicle Battery & Drive Unit Production	Make	1.0000	1.0000	0.6750	1.0000	0.6000	0.8571	0.8664	N			1	5700000
179	6e3c1f0151c0	Anomaly Detection & Predictive Maintenance Data Analysis	Connected Vehicle Data Governance & Analytics	Connected Vehicle Services & OTA Updates	Service	1.0000	1.0000	0.6750	1.0000	0.6000	0.8571	0.8664	N			1	5600000
180	88488acb3d93	Multimodal Transport Network Design	Transportation Strategy & Mode Optimization	Logistics Network Optimization	Move & Fulfill	1.0000	1.0000	0.6500	1.0000	0.6000	0.8571	0.8614	N			1	180000000
181	81619e5dee5b	Rework & Repair Process Execution	Non-Conformance Management & Containment	Quality Control & In-Process Inspection	Make	1.0000	1.0000	0.6500	1.0000	0.6000	0.8571	0.8614	N			1	156000000
182	e90adeb91661	Material Availability & Constraint Resolution (Order-Driven)	Order to Production Scheduling Integration	Order Management & Fulfillment	Move & Fulfill	1.0000	1.0000	0.6500	1.0000	0.6000	0.8571	0.8614	N			1	90000000
183	2d5b84a33355	Managing Supplier Production Schedule Alignment	Stamping Supplier & Outsource Management	Stamping Operations	Make	1.0000	1.0000	0.6500	1.0000	0.6000	0.8571	0.8614	N			1	54000000
184	9f4378b661b3	Backorder Management & Expediting	Service Parts Inventory Planning & Optimization	Service Parts Planning & Management	Service	1.0000	1.0000	0.6500	1.0000	0.6000	0.8571	0.8614	N			1	45000000
185	41fe4f295fe1	Supplier Quality Monitoring for Paint & Chemicals	Paint Material Management	Paint Operations	Make	1.0000	1.0000	0.6500	1.0000	0.6000	0.8571	0.8614	N			1	42000000
186	46171eafd367	Long-Term Supplier Performance Review Framework	Supplier Performance & Relationship Management (Strategic)	Commodity Management & Market Intelligence	Procure Source & Buy	1.0000	1.0000	0.6500	1.0000	0.6000	0.8571	0.8614	N			1	38000000
187	9a851b6bdca8	Paint Defect Identification & Classification	Paint Quality & Rework Management	Paint Operations	Make	1.0000	1.0000	0.6500	1.0000	0.6000	0.8571	0.8614	N			1	38000000
188	27b31a310976	Advanced Analytics & AI/ML Model Management	Data & Technology Management for S&OP	Sales & Operations Planning (S&OP)	Plan	1.0000	1.0000	0.6500	1.0000	0.6000	0.8571	0.8614	N			1	35000000
189	2b5a369f6876	Pack Assembly Process Control & Anomaly Detection	Battery Pack Assembly	Electric Vehicle Battery & Drive Unit Production	Make	1.0000	1.0000	0.6500	1.0000	0.6000	0.8571	0.8614	N			1	32000000
190	413e6dd67c60	Supply Disruption Impact Analysis	Constraint & Exception Management	Production Planning & Scheduling	Plan	1.0000	0.5000	0.8250	1.0000	1.0000	0.8571	0.8614	N			2	30500000
191	85953e66a095	Global Production Volume Allocation & Balancing	Supply Planning & Production Scheduling	Integrated Business Planning (IBP)	Plan	1.0000	1.0000	0.6500	1.0000	0.6000	0.8571	0.8614	N			1	28000000
192	97ec9d95d116	Direct-to-Customer Delivery Coordination	Dealer & Customer Delivery Operations	Outbound Vehicle Logistics & Distribution	Move & Fulfill	1.0000	1.0000	0.6500	1.0000	0.6000	0.8571	0.8614	N			1	25000000
193	a8392db864bd	Module-to-Pack Integration & Wiring	Battery Pack Assembly	Electric Vehicle Battery & Drive Unit Production	Make	1.0000	1.0000	0.6500	1.0000	0.6000	0.8571	0.8614	N			1	25000000
194	b3c9a807f5c3	Freight Lane Bid Management & Award	Carrier Performance & Relationship Management	Outbound Vehicle Logistics & Distribution	Move & Fulfill	1.0000	1.0000	0.6500	1.0000	0.6000	0.8571	0.8614	N			1	20000000
195	a9925fe04b95	Battery Management System (BMS) Installation & Configuration	Battery Pack Assembly	Electric Vehicle Battery & Drive Unit Production	Make	1.0000	1.0000	0.6500	1.0000	0.6000	0.8571	0.8614	N			1	15000000
196	52a9853ba093	Dealer Inventory Management Support	Dealer Order Management & Support	Order Management & Fulfillment	Move & Fulfill	1.0000	1.0000	0.6500	1.0000	0.6000	0.8571	0.8614	N			1	14000000
197	36d60e77135b	Root Cause Analysis (RCA) for Quality Issues	Quality Control & Metrology	Body Shop & Welding	Make	1.0000	1.0000	0.6500	1.0000	0.6000	0.8571	0.8614	N			1	12000000
198	da4fa1084ec4	First-Time-Through (FTT) Yield Monitoring & Improvement	Quality Management & Control	Trim Chassis & Final Assembly	Make	1.0000	1.0000	0.6500	1.0000	0.6000	0.8571	0.8614	N			1	10000000
199	3188af0e46ea	Production Schedule Adjustment & Rebalancing	Production Planning & Sequencing Integration	Body Shop & Welding	Make	1.0000	1.0000	0.6500	1.0000	0.6000	0.8571	0.8614	N			1	9000000
200	0fff1be2e7f2	Expendable Packaging Procurement & Inventory Control	Expendable Packaging Management	Packaging & Returnable Container Management	Move & Fulfill	1.0000	1.0000	0.6500	1.0000	0.6000	0.8571	0.8614	N			1	4800000
201	fe4508acc07e	Supplier Segmentation & Tiering Strategy	Supplier Relationship Management (Operational & Strategic)	Procurement Operations & Compliance	Procure Source & Buy	1.0000	1.0000	0.6250	1.0000	0.6000	0.8571	0.8564	N			1	90000000
202	9258c8e9d778	Order Change Request Processing & Validation	Customer Order Modification & Cancellation	Order Management & Fulfillment	Move & Fulfill	1.0000	1.0000	0.6250	1.0000	0.6000	0.8571	0.8564	N			1	44853000
203	eaa81f0d0dd8	Picking Route Optimization & Execution	Order Fulfillment & Picking	Warehouse & Distribution Center Operations	Move & Fulfill	1.0000	1.0000	0.6250	1.0000	0.6000	0.8571	0.8564	N			1	42000000
204	20a7df32bcec	Supplier Award Decision & Negotiation Strategy	Indirect Supplier Qualification & Selection	Indirect Procurement	Procure Source & Buy	1.0000	1.0000	0.6250	1.0000	0.6000	0.8571	0.8564	N			1	40000000
205	5c2718de2849	Supplier Quality Management System (SQMS) Design & Deployment	Supplier Quality Strategy & Governance	Supplier Quality Management	Procure Source & Buy	1.0000	1.0000	0.6250	1.0000	0.6000	0.8571	0.8564	N			1	40000000
206	f1aeddbba92c	Robot Programming & Simulation	Manufacturing Engineering & Process Development	Production Support Services	Make	1.0000	1.0000	0.6250	1.0000	0.6000	0.8571	0.8564	N			1	40000000
207	f4f8f572624e	Inbound / Outbound Logistics Flow Analysis	Transportation Strategy & Mode Optimization	Logistics Network Optimization	Move & Fulfill	1.0000	1.0000	0.6250	1.0000	0.6000	0.8571	0.8564	N			1	40000000
208	edc201c9cbba	Post-Merger/Acquisition Network Integration Planning	Strategic Network Design & Optimization	Supply Network Design & Planning	Plan	1.0000	1.0000	0.6250	1.0000	0.6000	0.8571	0.8564	N			1	38358000
209	0428a7c7dd0f	Load Planning & Trailer Optimization	Outbound Shipping & Loading	Warehouse & Distribution Center Operations	Move & Fulfill	1.0000	1.0000	0.6250	1.0000	0.6000	0.8571	0.8564	N			1	38000000
210	06bf00501e0d	Urgent/Expedited Order Prioritization	Order Fulfillment & Picking	Warehouse & Distribution Center Operations	Move & Fulfill	1.0000	1.0000	0.6250	1.0000	0.6000	0.8571	0.8564	N			1	30000000
211	b754674baaf7	Make vs. Buy Analysis for Indirect Services	Indirect Sourcing Strategy & Planning	Indirect Procurement	Procure Source & Buy	1.0000	1.0000	0.6250	1.0000	0.6000	0.8571	0.8564	N			1	30000000
212	214d2cd68bdf	Supplier Capacity Assessment & Planning Integration	Supply Planning & Production Scheduling	Integrated Business Planning (IBP)	Plan	1.0000	1.0000	0.6250	1.0000	0.6000	0.8571	0.8564	N			1	28000000
213	666e0ac31a42	Master Data Management for IBP	Data & Technology Enablement for IBP	Integrated Business Planning (IBP)	Plan	1.0000	1.0000	0.6250	1.0000	0.6000	0.8571	0.8564	N			1	28000000
214	9c89ad066748	Should-Cost Analysis & Negotiation Strategy	Cost & Value Optimization Initiatives	Commodity Management & Market Intelligence	Procure Source & Buy	1.0000	1.0000	0.6250	1.0000	0.6000	0.8571	0.8564	N			1	28000000
215	2a5661acfeae	Root Cause Analysis & Corrective Actions	Warehouse Performance & Continuous Improvement	Warehouse & Distribution Center Operations	Move & Fulfill	1.0000	1.0000	0.6250	1.0000	0.6000	0.8571	0.8564	N			1	27000000
216	b5936678dbfb	Mode & Lane Optimization Strategy	Inbound Logistics Network Design & Optimization	Inbound Logistics & Material Flow	Move & Fulfill	1.0000	1.0000	0.6250	1.0000	0.6000	0.8571	0.8564	N			1	26000000
217	079630f369dd	Request for Proposal (RFP) Issuance & Bid Evaluation	Indirect Supplier Qualification & Selection	Indirect Procurement	Procure Source & Buy	1.0000	1.0000	0.6250	1.0000	0.6000	0.8571	0.8564	N			1	25000000
218	9b8203dd47dd	New Product Launch Demand Sensing	Demand Planning & Forecasting	Integrated Business Planning (IBP)	Plan	1.0000	1.0000	0.6250	1.0000	0.6000	0.8571	0.8564	N			1	25000000
