rank	l4_id	l4_name	l3_name	l2_name	l1_name	financial_signal	ai_suitability	decision_density	impact_order	rating_confidence	archetype_completeness	composite	survived	elimination_reason	red_flags	skill_count	aggregated_max_value
579	01667d504dce	Manage Recruitment & Selection	Manage People	Execute Governance & Infrastructure	Source & Procure	0.0000	0.0000	0.0000	0.2500	0.2000	0.0000	0.0000	N	DEAD_ZONE	DEAD_ZONE,NO_STAKES,CONFIDENCE_GAP	0	0
580	b3c28f630c9e	Define Change & Communication Strategy & Approach	Manage Change & Communication	Execute Governance & Infrastructure	Source & Procure	0.0000	0.2500	0.5000	0.2500	0.6000	0.0000	0.0000	N	NO_STAKES	NO_STAKES	0	0
581	c839c6fdbef2	Execute Change & Communication Initiatives	Manage Change & Communication	Execute Governance & Infrastructure	Source & Procure	0.0000	0.5000	0.5000	0.2500	0.6000	0.0000	0.0000	N	NO_STAKES	NO_STAKES	0	0
582	a0874899b79e	Track & Report Change	Manage Change & Communication	Execute Governance & Infrastructure	Source & Procure	0.0000	0.5000	0.5000	0.2500	0.6000	0.0000	0.0000	N	NO_STAKES	NO_STAKES	0	0
583	65bf418d41f2	Manage Internal Tools	Manage Technology	Execute Governance & Infrastructure	Source & Procure	0.0000	0.2500	0.5000	0.2500	0.6000	0.0000	0.0000	N	NO_STAKES	NO_STAKES	0	0
584	a833d717f74b	Manage 3Rd Party Tools	Manage Technology	Execute Governance & Infrastructure	Source & Procure	0.0000	0.2500	0.5000	0.2500	0.6000	0.0000	0.0000	N	NO_STAKES	NO_STAKES	0	0
585	687cfe8b2d16	Define Continuous Improvement Program	Manage Continuous Improvement of Demand	Demand Planning for Source & Procure	Source & Procure	0.0000	0.2500	0.5000	0.2500	0.6000	0.0000	0.0000	N	NO_STAKES	NO_STAKES	0	0
586	8d772d5d56bd	Review And Assess Continuous Improvement Program	Manage Continuous Improvement of Demand	Demand Planning for Source & Procure	Source & Procure	0.0000	0.2500	0.5000	0.2500	0.6000	0.0000	0.0000	N	NO_STAKES	NO_STAKES	0	0
587	48197f9f045f	Define Segmentation Approach	Manage Supplier Segmentation	Supplier Management	Source & Procure	0.0000	0.2500	0.5000	0.2500	0.6000	0.0000	0.0000	N	NO_STAKES	NO_STAKES	0	0
588	613d1eb2dbb2	Manage Segmentation Definition	Manage Supplier Segmentation	Supplier Management	Source & Procure	0.0000	0.2500	0.5000	0.2500	0.6000	0.0000	0.0000	N	NO_STAKES	NO_STAKES	0	0
589	7224ef39e96e	Rollup Sub-Category Segmentation To Category View	Define Category Segmentation Strategy	Category Management	Source & Procure	0.0000	0.2500	0.5000	0.2500	0.6000	0.0000	0.0000	N	NO_STAKES	NO_STAKES	0	0
590	3399e030fa70	Define Procurement Supplier Diversity & Inclusion Governance	Develop Supplier Diversity & Inclusion Strategy	Responsibility, Sustainability & Supplier Diversity	Source & Procure	0.0000	0.5000	0.5000	0.2500	0.6000	0.0000	0.0000	N	NO_STAKES	NO_STAKES	0	0
591	33f5632afd6a	Define Supplier Diversity & Inclusion Measurement Approach	Develop Supplier Diversity & Inclusion Strategy	Responsibility, Sustainability & Supplier Diversity	Source & Procure	0.0000	0.5000	0.5000	0.2500	0.6000	0.0000	0.0000	N	NO_STAKES	NO_STAKES	0	0
592	bec5f0a5d94d	Identify Supplier Diversity & Inclusion Communication Approach	Develop Supplier Diversity & Inclusion Strategy	Responsibility, Sustainability & Supplier Diversity	Source & Procure	0.0000	0.2500	0.5000	0.2500	0.6000	0.0000	0.0000	N	NO_STAKES	NO_STAKES	0	0
593	e3cbec906d85	Communicate Initiatives & Strategy	Manage Supplier Diversity & Inclusion Strategy	Responsibility, Sustainability & Supplier Diversity	Source & Procure	0.0000	0.2500	0.5000	0.2500	0.6000	0.0000	0.0000	N	NO_STAKES	NO_STAKES	0	0
594	e48e62459ec9	Align With Corporate Sustainability Strategies	Develop Sustainability Strategy	Responsibility, Sustainability & Supplier Diversity	Source & Procure	0.0000	0.2500	0.5000	0.2500	0.6000	0.0000	0.0000	N	NO_STAKES	NO_STAKES	0	0
595	878746399b9b	Define Sustainability Measurement Approach	Develop Sustainability Strategy	Responsibility, Sustainability & Supplier Diversity	Source & Procure	0.0000	0.0000	0.0000	0.2500	0.2000	0.0000	0.0000	N	DEAD_ZONE	DEAD_ZONE,NO_STAKES,CONFIDENCE_GAP	0	0
596	0e69852d5155	Identify Sustainability Communication Approach	Develop Sustainability Strategy	Responsibility, Sustainability & Supplier Diversity	Source & Procure	0.0000	0.0000	0.0000	0.2500	0.2000	0.0000	0.0000	N	DEAD_ZONE	DEAD_ZONE,NO_STAKES,CONFIDENCE_GAP	0	0
597	343f3f23ec01	Communicate Initiatives & Strategy	Manage Sustainability Strategy	Responsibility, Sustainability & Supplier Diversity	Source & Procure	0.0000	0.2500	0.5000	0.2500	0.6000	0.0000	0.0000	N	NO_STAKES	NO_STAKES	0	0
598	0d5388044a21	Define Responsibility & Ethics Measurement Approach	Develop Responsibility & Ethics Strategy	Responsibility, Sustainability & Supplier Diversity	Source & Procure	0.0000	0.2500	0.5000	0.2500	0.6000	0.0000	0.0000	N	NO_STAKES	NO_STAKES	0	0
599	c396c39ab09e	Identify Responsibility & Ethics Communication Approach	Develop Responsibility & Ethics Strategy	Responsibility, Sustainability & Supplier Diversity	Source & Procure	0.0000	0.0000	0.0000	0.2500	0.2000	0.0000	0.0000	N	DEAD_ZONE	DEAD_ZONE,NO_STAKES,CONFIDENCE_GAP	0	0
600	a09cf6c07936	Assess Footprint	Manage Responsibility & Ethics Strategy	Responsibility, Sustainability & Supplier Diversity	Source & Procure	0.5000	0.0000	0.0000	0.2500	0.2000	0.0000	0.0000	N	DEAD_ZONE	DEAD_ZONE,CONFIDENCE_GAP	0	0
601	0759c1a3bc17	Define Invoice Processing Analytics Use-Cases	Define Use Cases/ Outcomes	Insight & Analytics	Source & Procure	0.0000	0.2500	0.5000	0.2500	0.6000	0.0000	0.0000	N	NO_STAKES	NO_STAKES	0	0
602	c35069f81a91	Enable Travel Tool	Enable Buying Channels	Business Intake	Source & Procure	0.0000	0.2500	0.5000	0.2500	0.6000	0.0000	0.0000	N	NO_STAKES	NO_STAKES	0	0
603	c9672bfd74b7	Enter Request Details By User	Conduct Intelligent Business Intake	Business Intake	Source & Procure	0.0000	0.2500	0.5000	0.2500	0.6000	0.0000	0.0000	N	NO_STAKES	NO_STAKES	0	0
604	e5cddf88c25d	Request Help	Conduct Intelligent Business Intake	Business Intake	Source & Procure	0.0000	0.0000	0.0000	0.2500	0.2000	0.0000	0.0000	N	DEAD_ZONE	DEAD_ZONE,NO_STAKES,CONFIDENCE_GAP	0	0
605	d5ac5381fd60	Request Additional Information From User	Conduct Intelligent Business Intake	Business Intake	Source & Procure	0.5000	0.0000	0.0000	0.2500	0.2000	0.0000	0.0000	N	DEAD_ZONE	DEAD_ZONE,CONFIDENCE_GAP	0	0
606	5b08bac33519	Perform Internal End User Help Desk Request	Perform Helpdesk Services	Business Intake	Source & Procure	0.0000	0.0000	0.0000	0.2500	0.2000	0.0000	0.0000	N	DEAD_ZONE	DEAD_ZONE,NO_STAKES,CONFIDENCE_GAP	0	0
607	a107edb2ba36	Perform Supplier Help Desk Request	Perform Helpdesk Services	Business Intake	Source & Procure	0.0000	0.0000	0.0000	0.2500	0.2000	0.0000	0.0000	N	DEAD_ZONE	DEAD_ZONE,NO_STAKES,CONFIDENCE_GAP	0	0
608	a0627952b8f2	Manage Template Stack	Template Management	Contract Management	Source & Procure	0.0000	0.2500	0.5000	0.2500	0.6000	0.0000	0.0000	N	NO_STAKES	NO_STAKES	0	0
609	7dc4c659abd4	Maintain Clause Library	Template Management	Contract Management	Source & Procure	0.0000	0.2500	0.5000	0.2500	0.6000	0.0000	0.0000	N	NO_STAKES	NO_STAKES	0	0
610	8b5260d9210e	Collect Contract Request	Validate Intake & Request	Contract Management	Source & Procure	0.0000	0.2500	0.5000	0.2500	0.6000	0.0000	0.0000	N	NO_STAKES	NO_STAKES	0	0
611	cb9b73bd8555	Operationalize Contract	Author Contract	Contract Management	Source & Procure	0.0000	0.2500	0.5000	0.2500	0.6000	0.0000	0.0000	N	NO_STAKES	NO_STAKES	0	0
612	ac92a2644adf	Sign And Store Contract	Author Contract	Contract Management	Source & Procure	0.0000	0.2500	0.5000	0.2500	0.6000	0.0000	0.0000	N	NO_STAKES	NO_STAKES	0	0
613	1ece5832a0cb	Process Contract Amendments	Manage Contract Lifecycle	Contract Management	Source & Procure	0.0000	0.2500	0.5000	0.2500	0.6000	0.0000	0.0000	N	NO_STAKES	NO_STAKES	0	0
614	b8e3a70f4fe3	Develop Segmentation Strategy Approach	Define Segmentation Strategy	Fulfilment Strategy	Fulfill	0.0000	0.5000	0.5000	0.2500	0.6000	0.0000	0.0000	N	NO_STAKES	NO_STAKES	0	0
615	dbdcdfa58dfd	Monitor Compliance	Manage Logistics Sustainability	Fulfilment Strategy	Fulfill	0.0000	0.2500	0.5000	0.2500	0.6000	0.0000	0.0000	N	NO_STAKES	NO_STAKES	0	0
616	5a22dee44e67	Manage Hazardous Goods In Warehouse	Develop Health, Safety and Environment Factors	Fulfilment Strategy	Fulfill	0.0000	0.0000	0.0000	0.2500	0.2000	0.0000	0.0000	N	DEAD_ZONE	DEAD_ZONE,NO_STAKES,CONFIDENCE_GAP	0	0
617	3fa50f3b0751	Manage Transport Operation Tools/Platforms	Develop Digital & Automation Strategy	Fulfilment Strategy	Fulfill	0.0000	0.2500	0.5000	0.2500	0.6000	0.0000	0.0000	N	NO_STAKES	NO_STAKES	0	0
618	607553dae6cd	Define Rules for Cost-To-Serve Outliers	Embed Cost-To-Serve Capability	Performance Management	Fulfill	0.0000	0.5000	0.5000	0.2500	0.6000	0.0000	0.0000	N	NO_STAKES	NO_STAKES	0	0
619	8c7a4a9b10eb	Generate Automated Bills/Invoice	Process Customer Invoice	Order Management	Fulfill	0.0000	0.0000	0.0000	0.2500	0.2000	0.0000	0.0000	N	DEAD_ZONE	DEAD_ZONE,NO_STAKES,CONFIDENCE_GAP	0	0
620	2807b8dd7969	Distribute Bulk Bills/Invoice	Process Customer Invoice	Order Management	Fulfill	0.0000	0.0000	0.0000	0.2500	0.2000	0.0000	0.0000	N	DEAD_ZONE	DEAD_ZONE,NO_STAKES,CONFIDENCE_GAP	0	0
621	3917ac468152	Manage Delivery And Billing Control	Process Customer Invoice	Order Management	Fulfill	0.0000	0.0000	0.0000	0.2500	0.2000	0.0000	0.0000	N	DEAD_ZONE	DEAD_ZONE,NO_STAKES,CONFIDENCE_GAP	0	0
622	1468d372b896	Collect Cash Correspondence	Manage Payment Collections	Order Management	Fulfill	0.0000	0.0000	0.0000	0.2500	0.2000	0.0000	0.0000	N	DEAD_ZONE	DEAD_ZONE,NO_STAKES,CONFIDENCE_GAP	0	0
623	820a4722e6e8	Resolve Claims	Manage Claims	Order Management	Fulfill	0.0000	0.0000	0.0000	0.2500	0.2000	0.0000	0.0000	N	DEAD_ZONE	DEAD_ZONE,NO_STAKES,CONFIDENCE_GAP	0	0
624	2675f47f0bdd	Settle Claims	Manage Claims	Order Management	Fulfill	0.0000	0.0000	0.0000	0.2500	0.2000	0.0000	0.0000	N	DEAD_ZONE	DEAD_ZONE,NO_STAKES,CONFIDENCE_GAP	0	0
625	00d88a14b3ca	Execute Customer Support Policies & Procedures	Manage Customer Interactions	Order Management	Fulfill	0.0000	0.0000	0.0000	0.2500	0.2000	0.0000	0.0000	N	DEAD_ZONE	DEAD_ZONE,NO_STAKES,CONFIDENCE_GAP	0	0
626	e1ab3f85dc21	Resolve Escalated Customer Issues	Manage Customer Interactions	Order Management	Fulfill	0.0000	0.5000	0.5000	0.2500	0.6000	0.0000	0.0000	N	NO_STAKES	NO_STAKES	0	0
627	a1abb38a0514	Track Shipments	Track Shipments	Transportation Management	Fulfill	0.0000	0.2500	0.5000	0.2500	0.6000	0.0000	0.0000	N	NO_STAKES	NO_STAKES	0	0
628	cf-5w-50a029ca	Automated Demand Data Quality & Cross-Functional Feedback	Cross-Functional: Plan + Forecasting	Five Whys	Cross-Functional	0.0000	0.5000	0.5000	0.2500	1.0000	0.1429	0.0000	N	NO_STAKES	NO_STAKES	1	900000
629	cf-5w-7f90b504	Unified Real-Time Inventory Optimization	Cross-Functional: Plan + Inventory + Procurement + Digital Control Tower	Five Whys	Cross-Functional	0.0000	0.5000	0.5000	0.2500	1.0000	0.1429	0.0000	N	NO_STAKES	NO_STAKES	1	900000
630	cf-toc-7f89d4b5	Automated Demand-Supply Alignment	Cross-Functional: Demand Planning + Source & Procure + Fulfill	Toc	Cross-Functional	0.0000	0.5000	0.5000	0.2500	1.0000	0.1429	0.0000	N	NO_STAKES	NO_STAKES	1	100000
